dataset,method,metric_name,metric_value,ci_lower,ci_upper,feature_dim,best_c,best_lr,best_batch_size,n_train,n_val,n_test,seed,model,name,normalization,image_size,interpolation,partition,bands,c_range_start,c_range_stop,c_range_num,merge_val,bootstrap,fw_iou,precision,recall,f1,ece,rms_ce,mce,ece_ts,rms_ce_ts,mce_ts,temperature,calibration_n_bins
m-eurosat,knn5,accuracy,0.716,0.6859999895095825,0.7380499839782715,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,linear,accuracy,0.875,0.8569750189781189,0.8960000276565552,768,160.37187437513276,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,intrinsic_dim,id_TwoNN_train,6.788642406463623,0.0,0.0,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,intrinsic_dim,id_MLE_train,4.895914554595947,0.0,0.0,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,intrinsic_dim,id_lPCA_train,4.0,0.0,0.0,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,knn5,accuracy,0.729,0.6989750266075134,0.7580500245094299,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,linear,accuracy,0.748,0.7219499945640564,0.7720749974250793,768,289.426612471674,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,intrinsic_dim,id_TwoNN_train,4.324288845062256,0.0,0.0,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,intrinsic_dim,id_MLE_train,3.631923675537109,0.0,0.0,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-eurosat,intrinsic_dim,id_lPCA_train,4.0,0.0,0.0,768,,,,2000,1000,1000,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,knn5,accuracy,0.3212487411883182,0.2950402796268463,0.3494713008403778,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,linear,accuracy,0.48539778449144,0.4541288912296295,0.5135951638221741,768,4.641588833612772,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_TwoNN_train,7.573257923126221,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_MLE_train,4.947347640991211,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_lPCA_train,8.0,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,knn5,accuracy,0.1873111782477341,0.1621349453926086,0.2095166146755218,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,linear,accuracy,0.2880161127895267,0.2618328332901001,0.3142245709896087,768,2.5719138090593416,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_TwoNN_train,11.08836555480957,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_MLE_train,5.789869785308838,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_lPCA_train,2.0,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,knn5,accuracy,0.3434038267875126,0.3131923377513885,0.3686555922031402,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,linear,accuracy,0.4944612286002014,0.4692094624042511,0.5227844715118408,768,1.4251026703029963,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_TwoNN_train,6.732760429382324,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_MLE_train,5.113735675811768,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_lPCA_train,8.0,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,bandspec_zscore,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,knn5,accuracy,0.2880161127895267,0.2628398835659027,0.3152316212654114,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,linear,accuracy,0.3695871097683786,0.3383434116840362,0.399823784828186,768,0.437547937507418,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_TwoNN_train,9.8046236038208,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_MLE_train,6.265108108520508,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
m-forestnet,intrinsic_dim,id_lPCA_train,4.0,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,model_native,224.0,bilinear,default,all,-6,4,40,True,200,,,,,,,,,,,,
forestnet,knn5,accuracy,0.3393756294058409,0.3120845854282379,0.3646022379398346,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,linear,accuracy,0.5146022155085599,0.4813444018363952,0.5478852391242981,768,0.1343399332598898,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,intrinsic_dim,id_TwoNN_train,6.745086669921875,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,intrinsic_dim,id_MLE_train,4.808582782745361,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,intrinsic_dim,id_lPCA_train,9.0,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,throughput_samples_per_sec,1700.7987918391943,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,latency_ms_per_batch_p50,150.34999744966626,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,peak_gpu_mem_gb,4.942917823791504,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,reserved_gpu_mem_gb,5.7421875,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,params_m,87.31392,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,gflops,35.635396608,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,gpu_power_w_avg,301.0786,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,energy_wh_per_1k_samples,0.0491727445043668,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,sm_utilization_avg,99.93333333333334,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,throughput_samples_per_sec_cpu,8.249421566466754,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,latency_ms_per_batch_p50_cpu,950.5868249107152,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,knn5,accuracy,0.323262839879154,0.2990684807300567,0.352467268705368,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,linear,accuracy,0.526686807653575,0.4954179227352142,0.5609516501426697,768,0.2424462017082325,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,intrinsic_dim,id_TwoNN_train,6.804027080535889,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,intrinsic_dim,id_MLE_train,5.770800590515137,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,intrinsic_dim,id_lPCA_train,14.0,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,throughput_samples_per_sec,1686.1347372262176,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,latency_ms_per_batch_p50,151.6696548787877,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,peak_gpu_mem_gb,4.942917823791504,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,reserved_gpu_mem_gb,5.7421875,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,params_m,87.31392,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,gflops,35.635396608,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,gpu_power_w_avg,296.2262295081967,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,energy_wh_per_1k_samples,0.0488010014476305,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,sm_utilization_avg,99.8688524590164,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,throughput_samples_per_sec_cpu,7.926480377238306,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
forestnet,profile,latency_ms_per_batch_p50_cpu,1010.814602021128,0.0,0.0,768,,,,6464,989,993,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,knn5,accuracy,0.3772819472616633,0.3437880277633667,0.4067190885543823,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,linear,accuracy,0.592292089249493,0.5648834109306335,0.6237322688102722,768,0.7896522868499717,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,intrinsic_dim,id_TwoNN_train,8.571907043457031,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,intrinsic_dim,id_MLE_train,8.678021430969238,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,intrinsic_dim,id_lPCA_train,5.0,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,throughput_samples_per_sec,1692.7537974294785,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,latency_ms_per_batch_p50,151.051240041852,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,peak_gpu_mem_gb,4.798386573791504,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,reserved_gpu_mem_gb,5.595703125,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,params_m,87.31392,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,gflops,35.635396608,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,gpu_power_w_avg,302.64724590163934,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,energy_wh_per_1k_samples,0.0496638551600262,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,sm_utilization_avg,100.0,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,throughput_samples_per_sec_cpu,3.558466730531684,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,latency_ms_per_batch_p50_cpu,1889.4670959562063,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,model_native,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,knn5,accuracy,0.2890466531440162,0.2565923035144806,0.3204868137836456,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,linear,accuracy,0.6267748478701826,0.5973630547523499,0.6592292189598083,768,2.5719138090593416,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,intrinsic_dim,id_TwoNN_train,7.089069366455078,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,intrinsic_dim,id_MLE_train,6.145107746124268,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,intrinsic_dim,id_lPCA_train,7.0,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,throughput_samples_per_sec,1659.1844308094169,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,latency_ms_per_batch_p50,154.28150992374867,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,peak_gpu_mem_gb,4.942917823791504,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,reserved_gpu_mem_gb,5.7421875,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,params_m,87.31392,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,gflops,35.635396608,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,gpu_power_w_avg,298.9489516129032,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
so2sat,profile,energy_wh_per_1k_samples,0.0500495146326305,0.0,0.0,768,,,,19992,986,986,0,torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,bandspec_zscore,224.0,bilinear,default,rgb,-6,4,40,True,200,,,,,,,,,,,,
