dataset,model,solver,C,log10_C,lr,fit_seconds,n_iter,train_acc,val_acc,test_acc,feature_dim,n_train,n_val,n_test,max_iter,tol,device
m-brick-kiln,resnet18,adam,10.0,1.0,0.001,1.4705963809974492,94,0.9559184757352454,0.9529529529529528,0.9529529529529528,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,10.0,1.0,0.01,0.4204888949170708,25,0.9625572595100578,0.9569569569569568,0.957957957957958,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,10.0,1.0,0.1,0.1227657379349693,7,0.9535285135763129,0.960960960960961,0.9469469469469468,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,10.0,1.0,1.0,0.1545682150172069,9,0.9588395405961628,0.950950950950951,0.9469469469469468,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,100.0,2.0,0.001,1.468001969042234,94,0.9559184757352454,0.9529529529529528,0.9529529529529528,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,100.0,2.0,0.01,0.4162132929777726,25,0.9624244838345616,0.9569569569569568,0.957957957957958,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,100.0,2.0,0.1,0.1224184540333226,7,0.953661289251809,0.960960960960961,0.9469469469469468,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,resnet18,adam,100.0,2.0,1.0,0.1713112329598516,10,0.9665405297749452,0.965965965965966,0.950950950950951,512,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,lbfgs,0.001,-3.0,1.0,0.0977260140934959,22,0.8745933744937927,0.8928928928928929,0.8828828828828829,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,lbfgs,0.01,-2.0,1.0,0.1080492860637605,36,0.9311558122551948,0.9469469469469468,0.937937937937938,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,lbfgs,0.1,-1.0,1.0,0.302021122071892,101,0.9575117838412004,0.9669669669669668,0.965965965965966,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,lbfgs,1.0,0.0,1.0,0.3859695370774716,140,0.9715860054438028,0.977977977977978,0.973973973973974,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,lbfgs,10.0,1.0,1.0,0.8798492220230401,312,0.9804155878643032,0.973973973973974,0.9669669669669668,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,lbfgs,100.0,2.0,1.0,1.4329232200980186,527,0.9853946756954126,0.96996996996997,0.957957957957958,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.001,-3.0,0.001,0.6433939880225807,37,0.874726150169289,0.8908908908908909,0.8928928928928929,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.001,-3.0,0.01,0.1024219800019636,5,0.8334993029277037,0.8358358358358359,0.8358358358358359,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.001,-3.0,0.1,0.169894428923726,9,0.8737303326030671,0.8878878878878879,0.8898898898898899,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.001,-3.0,1.0,0.1022502720588818,5,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.01,-2.0,0.001,0.7229089479660615,42,0.9288986257717586,0.9409409409409408,0.931931931931932,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.01,-2.0,0.01,0.1822820620145648,10,0.928566686583018,0.9409409409409408,0.93993993993994,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.01,-2.0,0.1,0.1179304010001942,6,0.929695279824736,0.937937937937938,0.9309309309309308,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.01,-2.0,1.0,0.1195175210013985,6,0.7493859125008299,0.7467467467467468,0.7617617617617618,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.1,-1.0,0.001,1.3349188771098852,82,0.9504082852021508,0.957957957957958,0.9569569569569568,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.1,-1.0,0.01,0.3105993949575349,17,0.9524663081723428,0.961961961961962,0.95995995995996,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.1,-1.0,0.1,0.1822701299097389,10,0.955785700059749,0.961961961961962,0.95995995995996,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,0.1,-1.0,1.0,0.0843515490414574,4,0.91256721768572,0.927927927927928,0.914914914914915,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,1.0,0.0,0.001,1.6870358100859448,104,0.9556529243842528,0.967967967967968,0.9629629629629628,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,1.0,0.0,0.01,0.4039003420621156,23,0.959437031135896,0.96996996996997,0.965965965965966,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,1.0,0.0,0.1,0.1862469939514994,10,0.9632875257252872,0.9769769769769768,0.967967967967968,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,1.0,0.0,1.0,0.1176556859863922,6,0.817167894841665,0.8048048048048048,0.8248248248248248,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,10.0,1.0,0.001,1.6970856069820002,104,0.9557193122220008,0.967967967967968,0.963963963963964,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,10.0,1.0,0.01,0.4081890539964661,23,0.960034521675629,0.968968968968969,0.963963963963964,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,10.0,1.0,0.1,0.1842702730791643,10,0.959437031135896,0.9669669669669668,0.968968968968969,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,10.0,1.0,1.0,0.168288834975101,9,0.956250414923986,0.957957957957958,0.954954954954955,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,100.0,2.0,0.001,1.6965105410199612,104,0.9558520878974972,0.967967967967968,0.963963963963964,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,100.0,2.0,0.01,0.4118276750668883,23,0.9601672973511252,0.968968968968969,0.963963963963964,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,100.0,2.0,0.1,0.1918986089294776,10,0.9587731527584148,0.965965965965966,0.967967967967968,1024,15063,999,999,2000,1e-06,cuda:2
m-brick-kiln,dinov3sat,adam,100.0,2.0,1.0,0.1711818529292941,9,0.9480183230432184,0.951951951951952,0.947947947947948,1024,15063,999,999,2000,1e-06,cuda:2
m-eurosat,resnet18,lbfgs,0.001,-3.0,1.0,0.0653375269612297,23,0.8255,0.792,0.814,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,lbfgs,0.01,-2.0,1.0,0.1201424989849329,43,0.8945,0.868,0.878,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,lbfgs,0.1,-1.0,1.0,0.2452432779828086,86,0.9585,0.923,0.916,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,lbfgs,1.0,0.0,1.0,0.4442994350101799,166,0.995,0.934,0.93,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,lbfgs,10.0,1.0,1.0,0.6233746879734099,236,0.9995,0.935,0.927,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,lbfgs,100.0,2.0,1.0,0.5606932999799028,194,1.0,0.934,0.921,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.001,-3.0,0.001,0.1800031920429319,72,0.8265,0.804,0.82,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.001,-3.0,0.01,0.0591530849924311,24,0.8205,0.791,0.812,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.001,-3.0,0.1,0.0090269480133429,3,0.14,0.145,0.146,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.001,-3.0,1.0,0.008988041896373,3,0.0,0.0,0.001,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.01,-2.0,0.001,0.6458199680782855,275,0.894,0.873,0.874,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.01,-2.0,0.01,0.0676727310055866,28,0.8895,0.864,0.876,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.01,-2.0,0.1,0.0065914329607039,2,0.629,0.59,0.621,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.01,-2.0,1.0,0.0087982160039246,3,0.1015,0.101,0.102,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.1,-1.0,0.001,1.2612150110071525,539,0.956,0.924,0.915,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.1,-1.0,0.01,0.151458453037776,64,0.9555,0.924,0.915,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.1,-1.0,0.1,0.0065859099850058,2,0.6935,0.656,0.695,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,0.1,-1.0,1.0,0.0063885990530252,2,0.545,0.535,0.549,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,1.0,0.0,0.001,2.6331224370514974,1187,0.9915,0.933,0.926,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,1.0,0.0,0.01,0.273767112987116,116,0.989,0.931,0.925,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,1.0,0.0,0.1,0.0066902269609272,2,0.7045,0.668,0.705,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,1.0,0.0,1.0,0.0064661429496482,2,0.61,0.604,0.603,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,10.0,1.0,0.001,4.408446038025431,1876,0.999,0.93,0.927,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,10.0,1.0,0.01,0.9387898719869554,414,0.9995,0.934,0.923,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,10.0,1.0,0.1,0.0070577319711446,2,0.7065,0.667,0.702,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,10.0,1.0,1.0,0.0065224219579249,2,0.62,0.613,0.61,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,100.0,2.0,0.001,4.523977924953215,2000,0.9995,0.926,0.926,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,100.0,2.0,0.01,1.5139641129644588,690,1.0,0.933,0.923,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,100.0,2.0,0.1,0.0067033329978585,2,0.7065,0.667,0.702,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,resnet18,adam,100.0,2.0,1.0,0.0064320679521188,2,0.6225,0.615,0.613,512,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,lbfgs,0.001,-3.0,1.0,0.0580852150451391,18,0.8445,0.845,0.847,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,lbfgs,0.01,-2.0,1.0,0.1438287789933383,52,0.9115,0.898,0.912,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,lbfgs,0.1,-1.0,1.0,0.2560127649921924,92,0.9645,0.943,0.943,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,lbfgs,1.0,0.0,1.0,0.3776820569764822,142,0.9975,0.955,0.96,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,lbfgs,10.0,1.0,1.0,0.4677493760827929,170,1.0,0.959,0.963,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,lbfgs,100.0,2.0,1.0,0.5313638640800491,203,1.0,0.96,0.963,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.001,-3.0,0.001,0.1599728979635983,68,0.85,0.837,0.839,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.001,-3.0,0.01,0.0439240640262141,18,0.8545,0.844,0.86,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.001,-3.0,0.1,0.0094114399980753,3,0.03,0.03,0.027,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.001,-3.0,1.0,0.0095459030708298,3,0.0,0.0,0.0,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.01,-2.0,0.001,0.4526782140601426,201,0.9105,0.907,0.91,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.01,-2.0,0.01,0.0150560450274497,5,0.902,0.892,0.903,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.01,-2.0,0.1,0.0073988130316138,2,0.7615,0.763,0.752,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.01,-2.0,1.0,0.0097101280698552,3,0.0395,0.047,0.043,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.1,-1.0,0.001,0.9854619459947572,428,0.963,0.944,0.945,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.1,-1.0,0.01,0.1389966669958084,57,0.965,0.944,0.944,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.1,-1.0,0.1,0.0075425959657877,2,0.844,0.833,0.828,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,0.1,-1.0,1.0,0.0073456689715385,2,0.6665,0.647,0.64,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,1.0,0.0,0.001,1.603223280981183,697,0.994,0.957,0.953,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,1.0,0.0,0.01,0.2308108609868213,93,0.9955,0.952,0.957,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,1.0,0.0,0.1,0.0198113969527184,7,0.942,0.925,0.926,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,1.0,0.0,1.0,0.0070857979590073,2,0.83,0.812,0.811,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,10.0,1.0,0.001,2.823943275026977,1255,1.0,0.959,0.959,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,10.0,1.0,0.01,0.6187149020843208,264,1.0,0.959,0.961,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,10.0,1.0,0.1,0.2186989280162379,93,1.0,0.957,0.957,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,10.0,1.0,1.0,0.0075675270054489,2,0.8365,0.821,0.817,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,100.0,2.0,0.001,4.393945257994346,2000,1.0,0.963,0.958,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,100.0,2.0,0.01,1.2067095369566232,527,1.0,0.963,0.959,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,100.0,2.0,0.1,0.8171644399408251,369,1.0,0.957,0.963,1024,2000,1000,1000,2000,1e-06,cuda:2
m-eurosat,dinov3sat,adam,100.0,2.0,1.0,0.0076914530945941,2,0.8375,0.821,0.818,1024,2000,1000,1000,2000,1e-06,cuda:2
m-forestnet,resnet18,lbfgs,0.001,-3.0,1.0,0.193224188988097,70,0.4135210396039604,0.4064711830131446,0.4058408862034239,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,lbfgs,0.01,-2.0,1.0,0.4175407770089805,149,0.5654393564356436,0.5166835187057633,0.4924471299093655,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,lbfgs,0.1,-1.0,1.0,1.174670589971356,374,0.7015779702970297,0.5338725985844287,0.5186304128902316,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,lbfgs,1.0,0.0,1.0,1.8372540549607947,642,0.8372524752475248,0.4924165824064712,0.4531722054380664,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,lbfgs,10.0,1.0,1.0,2.383031177916564,867,0.9197091584158416,0.4307381193124368,0.3987915407854985,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,lbfgs,100.0,2.0,1.0,4.495819301926531,1766,0.9653465346534652,0.4115267947421638,0.3756294058408862,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.001,-3.0,0.001,0.2208192199468612,29,0.4118193069306931,0.4004044489383215,0.3987915407854985,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.001,-3.0,0.01,0.0759242650819942,9,0.4251237623762376,0.4186046511627907,0.418932527693857,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.001,-3.0,0.1,0.0845038169063627,10,0.3870668316831683,0.3579373104145602,0.3746223564954682,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.001,-3.0,1.0,0.0758070469601079,9,0.2159653465346534,0.2234580384226491,0.2235649546827794,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.01,-2.0,0.001,0.4370549760060385,55,0.5450185643564357,0.5085945399393327,0.4914400805639476,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.01,-2.0,0.01,0.0908696949481964,11,0.5485767326732673,0.5156723963599595,0.4894259818731117,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.01,-2.0,0.1,0.0200075729517266,2,0.4088799504950495,0.3933265925176946,0.3867069486404834,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.01,-2.0,1.0,0.019755974994041,2,0.3261138613861386,0.3225480283114257,0.323262839879154,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.1,-1.0,0.001,1.0026720468886197,132,0.6550123762376238,0.5298281092012134,0.525679758308157,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.1,-1.0,0.01,0.1546278529567644,19,0.6480507425742574,0.5288169868554095,0.5085599194360524,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.1,-1.0,0.1,0.0202695740154013,2,0.3926361386138614,0.358948432760364,0.3615307150050352,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,0.1,-1.0,1.0,0.0197303349850699,2,0.2727413366336633,0.2517694641051567,0.24269889224572,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,1.0,0.0,0.001,1.5484454670222476,196,0.7100866336633663,0.5267947421638018,0.5216515609264853,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,1.0,0.0,0.01,0.3884243660140782,48,0.7441212871287128,0.5075834175935288,0.4914400805639476,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,1.0,0.0,0.1,0.0205120249884203,2,0.385365099009901,0.3549039433771486,0.3575025176233635,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,1.0,0.0,1.0,0.0200860300101339,2,0.3864480198019802,0.3478260869565217,0.337361530715005,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,10.0,1.0,0.001,2.311480488977395,312,0.7546410891089109,0.5176946410515673,0.5055387713997986,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,10.0,1.0,0.01,0.4366510859690606,55,0.7634591584158416,0.5096056622851365,0.4833836858006042,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,10.0,1.0,0.1,0.0198020420502871,2,0.3841274752475248,0.3528816986855409,0.3554884189325277,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,10.0,1.0,1.0,0.1236744049238041,15,0.6888923267326733,0.4701718907987866,0.3776435045317221,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,100.0,2.0,0.001,2.408853659988381,312,0.7560334158415841,0.5176946410515673,0.5055387713997986,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,100.0,2.0,0.01,0.4343505629803985,55,0.7662438118811881,0.5116279069767442,0.4813695871097684,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,100.0,2.0,0.1,0.0200792849063873,2,0.3842821782178218,0.3528816986855409,0.3544813695871098,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,resnet18,adam,100.0,2.0,1.0,0.1220550220459699,15,0.6836324257425742,0.4600606673407482,0.3867069486404834,512,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,lbfgs,0.001,-3.0,1.0,0.1096020909026265,35,0.3785581683168317,0.3629929221435793,0.3705941591137965,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,lbfgs,0.01,-2.0,1.0,0.216942470986396,73,0.5221225247524752,0.5045500505561172,0.499496475327291,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,lbfgs,0.1,-1.0,1.0,0.4727882799925282,181,0.646194306930693,0.570273003033367,0.5740181268882175,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,lbfgs,1.0,0.0,1.0,1.0803424830082804,387,0.7851175742574258,0.5692618806875632,0.5730110775427996,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,lbfgs,10.0,1.0,1.0,1.713371595949866,617,0.9413675742574258,0.5247724974721941,0.5287009063444109,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,lbfgs,100.0,2.0,1.0,2.823235200950876,1082,0.9978341584158416,0.5075834175935288,0.513595166163142,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.001,-3.0,0.001,0.3476229469524696,42,0.3883044554455445,0.3660262891809909,0.3826787512588117,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.001,-3.0,0.01,0.095628549112007,11,0.4045482673267326,0.3731041456016178,0.3937562940584088,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.001,-3.0,0.1,0.0718267450574785,8,0.3797957920792079,0.3680485338725985,0.3877139979859013,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.001,-3.0,1.0,0.0811431009788066,9,0.2196782178217821,0.2214357937310414,0.2205438066465256,1024,6464,989,993,2000,1e-06,cuda:2
m-forestnet,dinov3sat,adam,0.01,-2.0,0.001,0.4292054489487782,52,0.5142326732673267,0.4914054600606673,0.499496475327291,1024,6464,989,993,2000,1e-06,cuda:2
