dataset,model,C,log10_C,train_acc,val_acc,test_acc,feature_dim,n_train,n_val,n_test
m-brick-kiln,resnet18,0.0008376776400682,-3.0769230769230766,0.933412998738631,0.944944944944945,0.92992992992993,512,15063,999,999
m-brick-kiln,resnet18,0.0014251026703029,-2.846153846153846,0.941379539268406,0.951951951951952,0.9369369369369368,512,15063,999,999
m-brick-kiln,resnet18,0.0024244620170823,-2.615384615384615,0.9469561176392484,0.9569569569569568,0.9469469469469468,512,15063,999,999
m-brick-kiln,resnet18,0.0041246263829013,-2.384615384615384,0.9512713270928764,0.954954954954955,0.948948948948949,512,15063,999,999
m-brick-kiln,resnet18,0.0070170382867038,-2.1538461538461533,0.9543251676292904,0.957957957957958,0.94994994994995,512,15063,999,999
m-brick-kiln,resnet18,0.0119377664171443,-1.9230769230769225,0.9571134568147116,0.958958958958959,0.953953953953954,512,15063,999,999
m-brick-kiln,resnet18,0.0203091762090473,-1.6923076923076916,0.9593042554603995,0.9629629629629628,0.961961961961962,512,15063,999,999
m-brick-kiln,resnet18,0.0345510729459221,-1.4615384615384617,0.9620925446458208,0.961961961961962,0.961961961961962,512,15063,999,999
m-brick-kiln,resnet18,0.0587801607227491,-1.2307692307692308,0.9634203014007834,0.9629629629629628,0.9629629629629628,512,15063,999,999
m-brick-kiln,resnet18,0.1,-1.0,0.9646152824802496,0.95995995995996,0.965965965965966,512,15063,999,999
m-brick-kiln,resnet18,0.1701254279852589,-0.7692307692307692,0.9654119365332272,0.95995995995996,0.9669669669669668,512,15063,999,999
m-brick-kiln,resnet18,0.2894266124716751,-0.5384615384615383,0.9665405297749452,0.960960960960961,0.964964964964965,512,15063,999,999
m-brick-kiln,resnet18,0.4923882631706741,-0.3076923076923075,0.9678682865299078,0.957957957957958,0.961961961961962,512,15063,999,999
m-brick-kiln,resnet18,0.8376776400682924,-0.0769230769230766,0.9683993892318928,0.957957957957958,0.9569569569569568,512,15063,999,999
m-brick-kiln,resnet18,1.0,0.0,0.9684657770696408,0.958958958958959,0.9569569569569568,512,15063,999,999
m-brick-kiln,resnet18,1.4251026703029992,0.1538461538461542,0.9683330013941446,0.9569569569569568,0.9569569569569568,512,15063,999,999
m-brick-kiln,resnet18,2.424462017082331,0.384615384615385,0.968001062205404,0.955955955955956,0.9569569569569568,512,15063,999,999
m-brick-kiln,resnet18,4.124626382901356,0.6153846153846159,0.9675363473411672,0.954954954954955,0.9569569569569568,512,15063,999,999
m-brick-kiln,resnet18,7.017038286703837,0.8461538461538467,0.9675363473411672,0.954954954954955,0.9569569569569568,512,15063,999,999
m-brick-kiln,resnet18,11.937766417144358,1.0769230769230766,0.968001062205404,0.9569569569569568,0.954954954954955,512,15063,999,999
m-brick-kiln,resnet18,20.30917620904739,1.3076923076923084,0.967934674367656,0.9569569569569568,0.954954954954955,512,15063,999,999
m-brick-kiln,resnet18,34.55107294592218,1.5384615384615383,0.968067450043152,0.9569569569569568,0.954954954954955,512,15063,999,999
m-brick-kiln,resnet18,58.78016072274924,1.76923076923077,0.9681338378809002,0.9569569569569568,0.954954954954955,512,15063,999,999
m-brick-kiln,resnet18,100.0,2.0,0.9681338378809002,0.9569569569569568,0.954954954954955,512,15063,999,999
m-brick-kiln,resnet50,1e-07,-7.0,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,1.7012542798525894e-07,-6.769230769230769,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,2.894266124716752e-07,-6.538461538461538,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,4.923882631706742e-07,-6.307692307692308,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,8.376776400682924e-07,-6.076923076923077,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,1.4251026703029992e-06,-5.846153846153846,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,2.4244620170823308e-06,-5.615384615384615,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,4.124626382901348e-06,-5.384615384615385,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,7.017038286703837e-06,-5.153846153846153,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,1.1937766417144358e-05,-4.923076923076923,0.6638783774812455,0.6636636636636637,0.6636636636636637,2048,15063,999,999
m-brick-kiln,resnet50,2.030917620904739e-05,-4.692307692307692,0.6725087963885016,0.6786786786786787,0.6726726726726727,2048,15063,999,999
m-brick-kiln,resnet50,3.455107294592218e-05,-4.461538461538462,0.7319922990108212,0.7337337337337337,0.7437437437437437,2048,15063,999,999
m-brick-kiln,resnet50,5.878016072274912e-05,-4.230769230769231,0.7993759543251676,0.8008008008008008,0.8128128128128128,2048,15063,999,999
m-brick-kiln,resnet50,0.0001,-4.0,0.842727212374693,0.8578578578578578,0.8548548548548549,2048,15063,999,999
m-brick-kiln,resnet50,0.0001701254279852,-3.769230769230769,0.870477328553409,0.8808808808808809,0.8738738738738738,2048,15063,999,999
m-brick-kiln,resnet50,0.0002894266124716,-3.5384615384615383,0.8887339839341433,0.90990990990991,0.8868868868868869,2048,15063,999,999
m-brick-kiln,resnet50,0.0004923882631706,-3.3076923076923075,0.904003186616212,0.924924924924925,0.9039039039039038,2048,15063,999,999
m-brick-kiln,resnet50,0.0008376776400682,-3.0769230769230766,0.9171479784903406,0.931931931931932,0.9209209209209208,2048,15063,999,999
m-brick-kiln,resnet50,0.0014251026703029,-2.846153846153846,0.9281019717187812,0.941941941941942,0.9269269269269268,2048,15063,999,999
m-brick-kiln,resnet50,0.0024244620170823,-2.615384615384615,0.9364668392750448,0.94994994994995,0.9309309309309308,2048,15063,999,999
m-brick-kiln,resnet50,0.0041246263829013,-2.384615384615384,0.9427736838611166,0.9529529529529528,0.934934934934935,2048,15063,999,999
m-brick-kiln,resnet50,0.0070170382867038,-2.1538461538461533,0.947686383854478,0.9569569569569568,0.9369369369369368,2048,15063,999,999
m-brick-kiln,resnet50,0.0119377664171443,-1.9230769230769225,0.9523999203345948,0.960960960960961,0.941941941941942,2048,15063,999,999
m-brick-kiln,resnet50,0.0203091762090473,-1.6923076923076916,0.9555201487087566,0.9629629629629628,0.945945945945946,2048,15063,999,999
m-brick-kiln,resnet50,0.0345510729459221,-1.4615384615384617,0.9591050919471552,0.9629629629629628,0.951951951951952,2048,15063,999,999
m-brick-kiln,resnet50,0.0587801607227491,-1.2307692307692308,0.9613622784305916,0.960960960960961,0.951951951951952,2048,15063,999,999
m-brick-kiln,resnet50,0.1,-1.0,0.9632875257252872,0.958958958958959,0.957957957957958,2048,15063,999,999
m-brick-kiln,resnet50,0.1701254279852589,-0.7692307692307692,0.9656774878842196,0.958958958958959,0.958958958958959,2048,15063,999,999
m-brick-kiln,resnet50,0.2894266124716751,-0.5384615384615383,0.9684657770696408,0.9629629629629628,0.958958958958959,2048,15063,999,999
m-brick-kiln,resnet50,0.4923882631706741,-0.3076923076923075,0.9719843324702916,0.963963963963964,0.9569569569569568,2048,15063,999,999
m-brick-kiln,resnet50,0.8376776400682924,-0.0769230769230766,0.9751045608444532,0.9629629629629628,0.955955955955956,2048,15063,999,999
m-brick-kiln,resnet50,1.0,0.0,0.9759676027351788,0.9629629629629628,0.955955955955956,2048,15063,999,999
m-brick-kiln,resnet50,1.4251026703029992,0.1538461538461542,0.9770298081391487,0.961961961961962,0.957957957957958,2048,15063,999,999
m-brick-kiln,resnet50,2.424462017082331,0.384615384615385,0.9800836486755626,0.957957957957958,0.950950950950951,2048,15063,999,999
m-brick-kiln,resnet50,4.124626382901356,0.6153846153846159,0.9828055500232358,0.9569569569569568,0.950950950950951,2048,15063,999,999
m-brick-kiln,resnet50,7.017038286703837,0.8461538461538467,0.9853946756954126,0.954954954954955,0.951951951951952,2048,15063,999,999
m-brick-kiln,resnet50,11.937766417144358,1.0769230769230766,0.9873199229901082,0.951951951951952,0.94994994994995,2048,15063,999,999
m-brick-kiln,resnet50,20.30917620904739,1.3076923076923084,0.9897762729867888,0.950950950950951,0.948948948948949,2048,15063,999,999
m-brick-kiln,resnet50,34.55107294592218,1.5384615384615383,0.9918342959569808,0.944944944944945,0.943943943943944,2048,15063,999,999
m-brick-kiln,resnet50,58.78016072274924,1.76923076923077,0.99362676757618,0.9469469469469468,0.938938938938939,2048,15063,999,999
m-brick-kiln,resnet50,100.0,2.0,0.9954856270331276,0.944944944944945,0.9329329329329328,2048,15063,999,999
m-brick-kiln,convnext_large_dinov3,1e-07,-7.0,0.6638783774812455,0.6636636636636637,0.6636636636636637,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,1.7012542798525894e-07,-6.769230769230769,0.6638783774812455,0.6636636636636637,0.6636636636636637,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,2.894266124716752e-07,-6.538461538461538,0.6638783774812455,0.6636636636636637,0.6636636636636637,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,4.923882631706742e-07,-6.307692307692308,0.6638783774812455,0.6636636636636637,0.6636636636636637,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,8.376776400682924e-07,-6.076923076923077,0.6908982274447322,0.6916916916916916,0.7017017017017017,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,1.4251026703029992e-06,-5.846153846153846,0.7697669786895041,0.7737737737737738,0.7827827827827828,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,2.4244620170823308e-06,-5.615384615384615,0.8174998340304056,0.8218218218218218,0.8358358358358359,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,4.124626382901348e-06,-5.384615384615385,0.8415986191329748,0.8468468468468469,0.8578578578578578,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,7.017038286703837e-06,-5.153846153846153,0.8615149704574122,0.8648648648648649,0.8668668668668669,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,1.1937766417144358e-05,-4.923076923076923,0.8753900285467703,0.8828828828828829,0.8758758758758759,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,2.030917620904739e-05,-4.692307692307692,0.891256721768572,0.8908908908908909,0.8938938938938938,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,3.455107294592218e-05,-4.461538461538462,0.9037376352652194,0.901901901901902,0.9049049049049048,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,5.878016072274912e-05,-4.230769230769231,0.9166832636261038,0.915915915915916,0.918918918918919,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0001,-4.0,0.9277036446922924,0.925925925925926,0.927927927927928,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0001701254279852,-3.769230769230769,0.9362676757618004,0.933933933933934,0.945945945945946,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0002894266124716,-3.5384615384615383,0.9423089689968798,0.9429429429429428,0.950950950950951,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0004923882631706,-3.3076923076923075,0.9480847108809666,0.951951951951952,0.954954954954955,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0008376776400682,-3.0769230769230766,0.9524663081723428,0.9569569569569568,0.957957957957958,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0014251026703029,-2.846153846153846,0.957312620327956,0.9629629629629628,0.958958958958959,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0024244620170823,-2.615384615384615,0.9608975635663548,0.963963963963964,0.964964964964965,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0041246263829013,-2.384615384615384,0.964283343291509,0.964964964964965,0.965965965965966,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0070170382867038,-2.1538461538461533,0.9672707959901746,0.964964964964965,0.9669669669669668,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0119377664171443,-1.9230769230769225,0.9699926973378477,0.963963963963964,0.965965965965966,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0203091762090473,-1.6923076923076916,0.9721834959835358,0.965965965965966,0.9669669669669668,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0345510729459221,-1.4615384615384617,0.9742415189537276,0.965965965965966,0.95995995995996,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.0587801607227491,-1.2307692307692308,0.977096195976897,0.961961961961962,0.95995995995996,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.1,-1.0,0.9791542189470888,0.95995995995996,0.958958958958959,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.1701254279852589,-0.7692307692307692,0.9812786297550288,0.955955955955956,0.954954954954955,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.2894266124716751,-0.5384615384615383,0.9826063865099912,0.953953953953954,0.950950950950951,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.4923882631706741,-0.3076923076923075,0.984531633804687,0.94994994994995,0.9469469469469468,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,0.8376776400682924,-0.0769230769230766,0.9864568810993826,0.944944944944945,0.941941941941942,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,1.0,0.0,0.9869215959636196,0.9429429429429428,0.941941941941942,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,1.4251026703029992,0.1538461538461542,0.9878510256920932,0.941941941941942,0.9409409409409408,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,2.424462017082331,0.384615384615385,0.9889132310960632,0.938938938938939,0.935935935935936,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,4.124626382901356,0.6153846153846159,0.99044015136427,0.937937937937938,0.935935935935936,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,7.017038286703837,0.8461538461538467,0.9912368054172476,0.935935935935936,0.9309309309309308,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,11.937766417144358,1.0769230769230766,0.992033459470225,0.934934934934935,0.92992992992993,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,20.30917620904739,1.3076923076923084,0.9934939919006838,0.9309309309309308,0.924924924924925,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,34.55107294592218,1.5384615384615383,0.9956184027086238,0.928928928928929,0.923923923923924,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,58.78016072274924,1.76923076923077,0.9975436500033192,0.9269269269269268,0.9209209209209208,1536,15063,999,999
m-brick-kiln,convnext_large_dinov3,100.0,2.0,0.9980083648675564,0.927927927927928,0.9209209209209208,1536,15063,999,999
m-brick-kiln,dinov3,1e-07,-7.0,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,1.7012542798525894e-07,-6.769230769230769,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,2.894266124716752e-07,-6.538461538461538,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,4.923882631706742e-07,-6.307692307692308,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,8.376776400682924e-07,-6.076923076923077,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,1.4251026703029992e-06,-5.846153846153846,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,2.4244620170823308e-06,-5.615384615384615,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,4.124626382901348e-06,-5.384615384615385,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,7.017038286703837e-06,-5.153846153846153,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,1.1937766417144358e-05,-4.923076923076923,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,2.030917620904739e-05,-4.692307692307692,0.6643430923454823,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3,3.455107294592218e-05,-4.461538461538462,0.701520281484432,0.7137137137137137,0.7107107107107107,1024,15063,999,999
m-brick-kiln,dinov3,5.878016072274912e-05,-4.230769230769231,0.765451769235876,0.7747747747747747,0.7837837837837838,1024,15063,999,999
m-brick-kiln,dinov3,0.0001,-4.0,0.8109274380933413,0.8118118118118118,0.8318318318318318,1024,15063,999,999
m-brick-kiln,dinov3,0.0001701254279852,-3.769230769230769,0.8400053110270198,0.8448448448448449,0.8558558558558559,1024,15063,999,999
m-brick-kiln,dinov3,0.0002894266124716,-3.5384615384615383,0.8676226515302397,0.8668668668668669,0.8768768768768769,1024,15063,999,999
m-brick-kiln,dinov3,0.0004923882631706,-3.3076923076923075,0.8900617406891057,0.8938938938938938,0.8918918918918919,1024,15063,999,999
m-brick-kiln,dinov3,0.0008376776400682,-3.0769230769230766,0.9068578636393811,0.908908908908909,0.9129129129129128,1024,15063,999,999
m-brick-kiln,dinov3,0.0014251026703029,-2.846153846153846,0.91894045010954,0.928928928928929,0.9269269269269268,1024,15063,999,999
m-brick-kiln,dinov3,0.0024244620170823,-2.615384615384615,0.9278364203677886,0.941941941941942,0.9369369369369368,1024,15063,999,999
m-brick-kiln,dinov3,0.0041246263829013,-2.384615384615384,0.936068512248556,0.950950950950951,0.93993993993994,1024,15063,999,999
m-brick-kiln,dinov3,0.0070170382867038,-2.1538461538461533,0.9417114784571466,0.953953953953954,0.944944944944945,1024,15063,999,999
m-brick-kiln,dinov3,0.0119377664171443,-1.9230769230769225,0.9457611365597822,0.961961961961962,0.950950950950951,1024,15063,999,999
m-brick-kiln,dinov3,0.0203091762090473,-1.6923076923076916,0.9497444068246698,0.960960960960961,0.950950950950951,1024,15063,999,999
m-brick-kiln,dinov3,0.0345510729459221,-1.4615384615384617,0.954192391953794,0.960960960960961,0.9529529529529528,1024,15063,999,999
m-brick-kiln,dinov3,0.0587801607227491,-1.2307692307692308,0.9572462324902078,0.960960960960961,0.955955955955956,1024,15063,999,999
m-brick-kiln,dinov3,0.1,-1.0,0.9614950541060876,0.961961961961962,0.957957957957958,1024,15063,999,999
m-brick-kiln,dinov3,0.1701254279852589,-0.7692307692307692,0.9646816703179978,0.961961961961962,0.958958958958959,1024,15063,999,999
m-brick-kiln,dinov3,0.2894266124716751,-0.5384615384615383,0.9668724689636858,0.961961961961962,0.961961961961962,1024,15063,999,999
m-brick-kiln,dinov3,0.4923882631706741,-0.3076923076923075,0.9687313284206334,0.9629629629629628,0.963963963963964,1024,15063,999,999
m-brick-kiln,dinov3,0.8376776400682924,-0.0769230769230766,0.971254066255062,0.960960960960961,0.965965965965966,1024,15063,999,999
m-brick-kiln,dinov3,1.0,0.0,0.9721171081457876,0.960960960960961,0.965965965965966,1024,15063,999,999
m-brick-kiln,dinov3,1.4251026703029992,0.1538461538461542,0.9731129257120096,0.960960960960961,0.964964964964965,1024,15063,999,999
m-brick-kiln,dinov3,2.424462017082331,0.384615384615385,0.974905397331209,0.95995995995996,0.965965965965966,1024,15063,999,999
m-brick-kiln,dinov3,4.124626382901356,0.6153846153846159,0.9761667662484232,0.957957957957958,0.960960960960961,1024,15063,999,999
m-brick-kiln,dinov3,7.017038286703837,0.8461538461538467,0.9772953594901416,0.953953953953954,0.9569569569569568,1024,15063,999,999
m-brick-kiln,dinov3,11.937766417144358,1.0769230769230766,0.9777600743543784,0.954954954954955,0.957957957957958,1024,15063,999,999
m-brick-kiln,dinov3,20.30917620904739,1.3076923076923084,0.9784239527318596,0.951951951951952,0.955955955955956,1024,15063,999,999
m-brick-kiln,dinov3,34.55107294592218,1.5384615384615383,0.978689504082852,0.9529529529529528,0.954954954954955,1024,15063,999,999
m-brick-kiln,dinov3,58.78016072274924,1.76923076923077,0.979220606784837,0.94994994994995,0.953953953953954,1024,15063,999,999
m-brick-kiln,dinov3,100.0,2.0,0.978623116245104,0.94994994994995,0.951951951951952,1024,15063,999,999
m-brick-kiln,dinov3sat,1e-07,-7.0,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,1.7012542798525894e-07,-6.769230769230769,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,2.894266124716752e-07,-6.538461538461538,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,4.923882631706742e-07,-6.307692307692308,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,8.376776400682924e-07,-6.076923076923077,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,1.4251026703029992e-06,-5.846153846153846,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,2.4244620170823308e-06,-5.615384615384615,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,4.124626382901348e-06,-5.384615384615385,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,7.017038286703837e-06,-5.153846153846153,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,1.1937766417144358e-05,-4.923076923076923,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,2.030917620904739e-05,-4.692307692307692,0.6638783774812455,0.6636636636636637,0.6636636636636637,1024,15063,999,999
m-brick-kiln,dinov3sat,3.455107294592218e-05,-4.461538461538462,0.6649405828852154,0.6656656656656657,0.6666666666666666,1024,15063,999,999
m-brick-kiln,dinov3sat,5.878016072274912e-05,-4.230769230769231,0.6958773152758415,0.6956956956956957,0.7017017017017017,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0001,-4.0,0.7460665206134236,0.7497497497497497,0.7677677677677678,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0001701254279852,-3.769230769230769,0.7868950408285202,0.8048048048048048,0.8028028028028028,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0002894266124716,-3.5384615384615383,0.8143796056562438,0.8318318318318318,0.8358358358358359,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0004923882631706,-3.3076923076923075,0.8396733718382793,0.8578578578578578,0.8538538538538538,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0008376776400682,-3.0769230769230766,0.8637721569408484,0.8808808808808809,0.8698698698698699,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0014251026703029,-2.846153846153846,0.8832901812387971,0.905905905905906,0.8898898898898899,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0024244620170823,-2.615384615384615,0.9011485095930426,0.923923923923924,0.9209209209209208,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0041246263829013,-2.384615384615384,0.915289119033393,0.937937937937938,0.9269269269269268,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0070170382867038,-2.1538461538461533,0.9246498041558786,0.9409409409409408,0.935935935935936,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0119377664171443,-1.9230769230769225,0.9335457744141272,0.947947947947948,0.948948948948949,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0203091762090473,-1.6923076923076916,0.9416450906193984,0.950950950950951,0.955955955955956,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0345510729459221,-1.4615384615384617,0.947752771692226,0.955955955955956,0.961961961961962,1024,15063,999,999
m-brick-kiln,dinov3sat,0.0587801607227491,-1.2307692307692308,0.9532629622253204,0.963963963963964,0.9669669669669668,1024,15063,999,999
m-brick-kiln,dinov3sat,0.1,-1.0,0.9581092743809334,0.9669669669669668,0.967967967967968,1024,15063,999,999
m-brick-kiln,dinov3sat,0.1701254279852589,-0.7692307692307692,0.9629555865365466,0.971971971971972,0.96996996996997,1024,15063,999,999
m-brick-kiln,dinov3sat,0.2894266124716751,-0.5384615384615383,0.9660094270729602,0.972972972972973,0.971971971971972,1024,15063,999,999
m-brick-kiln,dinov3sat,0.4923882631706741,-0.3076923076923075,0.968996879771626,0.972972972972973,0.970970970970971,1024,15063,999,999
m-brick-kiln,dinov3sat,0.8376776400682924,-0.0769230769230766,0.971718781119299,0.974974974974975,0.974974974974975,1024,15063,999,999
m-brick-kiln,dinov3sat,1.0,0.0,0.9724490473345284,0.975975975975976,0.974974974974975,1024,15063,999,999
m-brick-kiln,dinov3sat,1.4251026703029992,0.1538461538461542,0.973909579764987,0.975975975975976,0.973973973973974,1024,15063,999,999
m-brick-kiln,dinov3sat,2.424462017082331,0.384615384615385,0.9753037243576976,0.977977977977978,0.972972972972973,1024,15063,999,999
m-brick-kiln,dinov3sat,4.124626382901356,0.6153846153846159,0.9767642567881564,0.9769769769769768,0.970970970970971,1024,15063,999,999
m-brick-kiln,dinov3sat,7.017038286703837,0.8461538461538467,0.9782247892186152,0.977977977977978,0.968968968968969,1024,15063,999,999
m-brick-kiln,dinov3sat,11.937766417144358,1.0769230769230766,0.9791542189470888,0.974974974974975,0.968968968968969,1024,15063,999,999
