model,name,band_config,n_channels,image_size,num_classes,task,head_type,gflops_backbone,gflops_head,gflops_probe,gflops_total,params_backbone_m,params_head_m,params_probe_m,feature_dim,pool,n_tokens,throughput_samples_per_sec,latency_ms_per_batch_p50,peak_gpu_mem_gb,reserved_gpu_mem_gb,timing_batch_size,lenient_grad_hooks,measured_at
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet18_s2rgb_seco,rgb,3,224,10,classification,,3.627122688,,1.024e-05,3.627132928,11.176512,,0.00513,512,,,7537.50123098193,8.488940075039864,0.4963111877441406,0.51953125,64,True,2026-08-04T12:33:28+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet18_s2rgb_seco,s2,12,224,10,classification,,4.3352064,,1.024e-05,4.33521664,11.204736,,0.00513,512,,,6620.729528900015,9.666619007475674,0.7216005325317383,0.734375,64,True,2026-08-04T12:33:29+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_fmow_gassl,rgb,3,224,10,classification,,8.174272512,,4.096e-05,8.174313472,23.508032,,0.02049,2048,,,2787.991762348649,22.390288999304175,0.7457633018493652,0.955078125,64,True,2026-08-04T12:33:47+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_fmow_gassl,s2,12,224,10,classification,,8.882356224,,4.096e-05,8.882397184,23.536256,,0.02049,2048,,,2626.6272792651025,24.36531742569059,0.8624453544616699,1.365234375,64,True,2026-08-04T12:33:48+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_s2all_moco,rgb,3,224,10,classification,,8.174272512,,4.096e-05,8.174313472,23.508032,,0.02049,2048,,,2859.0118969234636,22.21718186046928,0.7457633018493652,0.955078125,64,True,2026-08-04T12:34:08+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_s2all_moco,s2,12,224,10,classification,,8.882356224,,4.096e-05,8.882397184,23.536256,,0.02049,2048,,,2679.2976068614316,23.882195819169283,0.8624453544616699,1.365234375,64,True,2026-08-04T12:34:09+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_s2rgb_moco,rgb,3,224,10,classification,,8.174272512,,4.096e-05,8.174313472,23.508032,,0.02049,2048,,,2807.852066545953,22.234161966480315,0.7457633018493652,0.955078125,64,True,2026-08-04T12:34:44+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_s2rgb_moco,s2,12,224,10,classification,,8.882356224,,4.096e-05,8.882397184,23.536256,,0.02049,2048,,,2679.3188613123557,23.878921405412257,0.8624453544616699,1.365234375,64,True,2026-08-04T12:34:45+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_s2rgb_seco,rgb,3,224,10,classification,,8.174272512,,4.096e-05,8.174313472,23.508032,,0.02049,2048,,,2722.938349108759,22.551146103069186,0.7457633018493652,0.955078125,64,True,2026-08-04T12:35:01+00:00
torchgeo_bench.models.TorchGeoResNetBench,tgeo_resnet50_s2rgb_seco,s2,12,224,10,classification,,8.882356224,,4.096e-05,8.882397184,23.536256,,0.02049,2048,,,2573.7070436849613,24.864073027856648,0.8624453544616699,1.365234375,64,True,2026-08-04T12:35:02+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow,rgb,3,224,10,classification,,123.107377152,,2.048e-05,123.107397632,304.326632,,0.01025,1024,mean,196,143.25462268160612,446.611640509218,1.7949600219726562,1.95703125,64.0,True,2026-08-04T12:57:53+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow,s2,12,224,10,classification,,124.032221184,,2.048e-05,124.032241664,306.685928,,0.01025,1024,mean,196,143.02220007025315,447.38849462009966,2.0195693969726562,2.23046875,64.0,True,2026-08-04T12:58:08+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow,s2,12,224,4,segmentation,fpn,,1.337491456,,,306.685928,3.422212,,4096,mean,196,,,,,,True,2026-08-04T12:58:08+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow,s2,12,224,4,segmentation,dpt,,147.409862656,,,306.685928,11.36154,,4096,mean,196,,,,,,True,2026-08-04T12:58:08+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow_cls,rgb,3,224,10,classification,,123.107377152,,2.048e-05,123.107397632,304.326632,,0.01025,1024,cls,196,143.27928714713005,446.6170604573563,1.7949600219726562,1.95703125,64.0,True,2026-08-04T12:58:41+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow_cls,s2,12,224,10,classification,,124.032221184,,2.048e-05,124.032241664,306.685928,,0.01025,1024,cls,196,143.02599054506362,447.3973698914051,2.0195693969726562,2.23046875,64.0,True,2026-08-04T12:58:55+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow_cls,s2,12,224,4,segmentation,fpn,,1.337491456,,,306.685928,3.422212,,4096,cls,196,,,,,,True,2026-08-04T12:58:55+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow_cls,s2,12,224,4,segmentation,dpt,,147.409862656,,,306.685928,11.36154,,4096,cls,196,,,,,,True,2026-08-04T12:58:56+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,rgb,3,224,10,classification,,40.648220672,,2.048e-05,40.648241152000004,86.905848,,0.01025,1024,,,304.3815507396899,210.2563314838335,1.9550933837890625,3.21484375,64.0,True,2026-08-04T12:59:31+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,s2,12,224,10,classification,,40.799215616,,2.048e-05,40.799236096,86.92428,,0.01025,1024,,,302.15980823392994,211.79982495959848,2.3109970092773438,3.509765625,64.0,True,2026-08-04T12:59:38+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,s2,12,224,4,segmentation,fpn,,6.954156032,,,86.92428,2.860804,,1920,,,,,,,,True,2026-08-04T12:59:38+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,s2,12,224,4,segmentation,dpt,,48.502931456,,,86.92428,10.800132,,1920,,,,,,,,True,2026-08-04T12:59:38+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_si,rgb,3,224,10,classification,,40.648220672,,2.048e-05,40.648241152000004,86.905848,,0.01025,1024,,,304.44525965614497,210.1988160284236,1.9550933837890625,3.21484375,64,True,2026-08-04T13:00:21+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_si,s2,12,224,10,classification,,40.799215616,,2.048e-05,40.799236096,86.92428,,0.01025,1024,,,302.92709977308596,211.27462841104716,2.3109970092773438,3.509765625,64,True,2026-08-04T13:00:28+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2t_s2rgb_satlas_mi,rgb,3,224,10,classification,,11.877844992,,1.536e-05,11.877860352,27.58257,,0.00769,768,,,788.7636506775121,81.12536056432873,1.355093002319336,2.220703125,64,True,2026-08-04T13:00:53+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2t_s2rgb_satlas_mi,s2,12,224,10,classification,,11.9910912,,1.536e-05,11.99110656,27.596394,,0.00769,768,,,779.7882325329251,82.08558207843453,1.7136650085449219,2.578125,64,True,2026-08-04T13:00:55+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2t_s2rgb_satlas_si,rgb,3,224,10,classification,,11.877844992,,1.536e-05,11.877860352,27.58257,,0.00769,768,,,788.701366413988,81.13545982632786,1.355093002319336,2.220703125,64,True,2026-08-04T13:01:22+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2t_s2rgb_satlas_si,s2,12,224,10,classification,,11.9910912,,1.536e-05,11.99110656,27.596394,,0.00769,768,,,780.2359722621036,81.99857105500996,1.7136650085449219,2.578125,64,True,2026-08-04T13:01:25+00:00
torchgeo_bench.models.RCFBench,rcf,rgb,3,224,10,classification,,1.362604032,,1.024e-05,1.3626142719999998,0.0,,0.00513,512,,,1790.569682713424,35.61490494757891,9.09597396850586,9.142578125,64,True,2026-08-04T15:41:32+00:00
torchgeo_bench.models.RCFBench,rcf,s2,12,224,10,classification,,5.450416128,,1.024e-05,5.450426368,0.0,,0.00513,512,,,1690.8609471814111,37.84008591901511,9.321270942687988,9.501953125,64,True,2026-08-04T15:41:33+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base,rgb,3,224,10,classification,,213.351051264,,1.536e-05,213.351066624,92.102144,,0.00769,768,mean,784,240.15639626769803,266.4174234960228,4.411043167114258,5.291015625,64,True,2026-08-04T15:42:42+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base,s2,12,224,10,classification,,213.694935552,,1.536e-05,213.694950912,92.102144,,0.00769,768,mean,784,239.01728644954355,267.73545308969915,5.018312454223633,6.12890625,64,True,2026-08-04T15:42:50+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base_cls,rgb,3,224,10,classification,,213.351051264,,1.536e-05,213.351066624,92.102144,,0.00769,768,cls,784,240.3049727511614,266.11022697761655,4.411043167114258,5.291015625,64,True,2026-08-04T15:43:21+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base_cls,s2,12,224,10,classification,,213.694935552,,1.536e-05,213.694950912,92.102144,,0.00769,768,cls,784,239.23991675982504,267.5943864742294,5.018312454223633,6.12890625,64,True,2026-08-04T15:43:29+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100,s2,12,224,10,classification,,35.357331456,,1.536e-05,35.357346815999996,86.237184,,0.00769,768,mean,,1671.9359449529097,37.30170149356127,1.9513864517211914,2.2421875,64,True,2026-08-04T15:43:54+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v1_100_cls,s2,12,224,10,classification,,35.357331456,,1.536e-05,35.357346815999996,86.237184,,0.00769,768,cls,,1685.5892141999254,37.24220604635775,1.9513864517211914,2.2421875,64,True,2026-08-04T15:44:20+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_100_tl,s2,12,224,10,classification,,35.357331456,,1.536e-05,35.357346815999996,86.237186,,0.00769,768,mean,,1701.3531412372276,37.29338198900223,1.9513883590698242,2.2421875,64,True,2026-08-04T15:44:45+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_100_tl_cls,s2,12,224,10,classification,,35.357331456,,1.536e-05,35.357346815999996,86.237186,,0.00769,768,cls,,1719.479230781556,37.25895646493882,1.9513883590698242,2.2421875,64,True,2026-08-04T15:45:08+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_300,s2,12,224,10,classification,,123.415658496,,2.048e-05,123.41567897600001,303.886336,,0.01025,1024,mean,,593.1871523623332,107.97408304642886,4.421520233154297,4.74609375,64,True,2026-08-04T15:45:44+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_300_cls,s2,12,224,10,classification,,123.415658496,,2.048e-05,123.41567897600001,303.886336,,0.01025,1024,cls,,593.581939211372,107.94378304854035,4.421520233154297,4.74609375,64,True,2026-08-04T15:46:14+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_300_tl,s2,12,224,10,classification,,123.415658496,,2.048e-05,123.41567897600001,303.886338,,0.01025,1024,mean,,592.9112719408939,107.9676984809339,4.42152214050293,4.74609375,64,True,2026-08-04T15:46:50+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_300_tl_cls,s2,12,224,10,classification,,123.415658496,,2.048e-05,123.41567897600001,303.886338,,0.01025,1024,cls,,593.4059169081451,107.85575746558607,4.42152214050293,4.74609375,64,True,2026-08-04T15:47:19+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_600,s2,12,224,10,classification,,334.97300992,,2.56e-05,334.97303552,631.18848,,0.01281,1280,mean,,227.55608732559708,281.227910425514,8.643902778625488,9.318359375,64,True,2026-08-04T15:48:06+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_600_cls,s2,12,224,10,classification,,334.97300992,,2.56e-05,334.97303552,631.18848,,0.01281,1280,cls,,227.6776253641474,281.1150895431638,8.643902778625488,9.318359375,64,True,2026-08-04T15:48:46+00:00
torchgeo_bench.models.TorchGeoCromaBench,tgeo_croma_base,s2,12,224,10,classification,,40.361693184,,1.536e-05,40.361708544,194.36544,,0.00769,768,,784,367.3702247495584,174.2016439093277,2.6726160049438477,3.0546875,64,True,2026-08-04T15:52:03+00:00
torchgeo_bench.models.TorchGeoCromaBench,tgeo_croma_large,s2,12,224,10,classification,,141.242761216,,2.048e-05,141.24278169599998,672.557056,,0.01025,1024,,784,116.31605548412254,550.2285215770826,6.347771644592285,6.765625,64,True,2026-08-04T15:52:48+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_base,rgb,3,224,4,segmentation,fpn,,4.938924032,,,257.49536,3.15802,,3072,,784,,,,,,True,2026-08-10T14:51:42+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_base,rgb,3,224,4,segmentation,dpt,,589.228408832,,,257.49536,11.097348,,3072,,784,,,,,,True,2026-08-10T14:51:44+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_base,s2,12,224,4,segmentation,fpn,,4.938924032,,,257.49536,3.15802,,3072,,784,,,,,,True,2026-08-10T14:51:47+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_base,s2,12,224,4,segmentation,dpt,,589.228408832,,,257.49536,11.097348,,3072,,784,,,,,,True,2026-08-10T14:51:47+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_tiny,rgb,3,224,4,segmentation,fpn,,4.01408,,,26.779856,2.563588,,768,,784,,,,,,True,2026-08-10T14:52:21+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_tiny,rgb,3,224,4,segmentation,dpt,,588.3035648,,,26.779856,10.502916,,768,,784,,,,,,True,2026-08-10T14:52:22+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_tiny,s2,12,224,4,segmentation,fpn,,4.01408,,,26.779856,2.563588,,768,,784,,,,,,True,2026-08-10T14:52:22+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_1_tiny,s2,12,224,4,segmentation,dpt,,588.3035648,,,26.779856,10.502916,,768,,784,,,,,,True,2026-08-10T14:52:23+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base,rgb,3,224,4,segmentation,fpn,,6.450839552,,,92.102144,3.15802,,3072,mean,784,,,,,,True,2026-08-10T14:53:42+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base,rgb,3,224,4,segmentation,dpt,,769.604452352,,,92.102144,11.097348,,3072,mean,784,,,,,,True,2026-08-10T14:53:42+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base,s2,12,224,4,segmentation,fpn,,6.450839552,,,92.102144,3.15802,,3072,mean,784,,,,,,True,2026-08-10T14:53:44+00:00
torchgeo_bench.models.TerraTorchClayBench,tt_clay_v1_5_base,s2,12,224,4,segmentation,dpt,,769.604452352,,,92.102144,11.097348,,3072,mean,784,,,,,,True,2026-08-10T14:53:44+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_300_tl,s2,12,224,4,segmentation,fpn,,1.337491456,,,303.886338,3.422212,,4096,mean,,,,,,,True,2026-08-10T14:57:19+00:00
torchgeo_bench.models.TerraTorchPrithviBench,tt_prithvi_eo_v2_300_tl,s2,12,224,4,segmentation,dpt,,147.409862656,,,303.886338,11.36154,,4096,mean,,,,,,,True,2026-08-10T14:57:19+00:00
torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,s2,12,224,4,segmentation,fpn,,1.234731008,,,87.31392,3.15802,,3072,mean,196,,,,,,True,2026-08-10T14:59:27+00:00
torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,s2,12,224,4,segmentation,dpt,,147.307102208,,,87.31392,11.097348,,3072,mean,196,,,,,,True,2026-08-10T14:59:27+00:00
torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,rgb,3,224,4,segmentation,fpn,,1.234731008,,,85.544448,3.15802,,3072,mean,196,,,,,,True,2026-08-10T14:59:51+00:00
torchgeo_bench.models.TerraTorchTerraMindBench,tt_terramind_v1_base,rgb,3,224,4,segmentation,dpt,,147.307102208,,,85.544448,11.097348,,3072,mean,196,,,,,,True,2026-08-10T14:59:51+00:00
torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,rgb,3,224,10,classification,,68.7197952,,3.072e-05,68.71982591999999,196.230336,,0.01537,1536,,,236.34875282480613,270.74797125533223,2.391664981842041,3.0546875,64.0,True,2026-08-10T15:01:22+00:00
torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,rgb,3,224,4,segmentation,fpn,,5.516951552,,,196.230336,3.108484,,2880,,,,,,,,True,2026-08-10T15:01:22+00:00
torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,rgb,3,224,4,segmentation,dpt,,37.327732736,,,196.230336,11.047812,,2880,,,,,,,,True,2026-08-10T15:01:23+00:00
torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,s2,12,224,10,classification,,68.893203456,,3.072e-05,68.89323417599999,196.257984,,0.01537,1536,,,235.7307927354774,271.4120561722666,3.4013004302978516,4.09765625,64.0,True,2026-08-10T15:01:32+00:00
torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,s2,12,224,4,segmentation,fpn,,5.516951552,,,196.257984,3.108484,,2880,,,,,,,,True,2026-08-10T15:01:32+00:00
torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,s2,12,224,4,segmentation,dpt,,37.327732736,,,196.257984,11.047812,,2880,,,,,,,,True,2026-08-10T15:01:32+00:00
